#{"t_start": 1744592436.020156, "env_id": "None"}
r,l,t
-191.347896,200,359.974551
-218.798209,200,360.318134
-206.281978,200,360.632988
-214.225471,200,360.964493
-192.172303,200,361.334881
-244.180287,200,361.642601
-242.730686,200,361.931012
-233.933445,200,362.209397
-237.70823,200,362.526076
-235.361606,200,362.818548
-256.514967,200,363.133365
-233.434042,200,363.418814
-236.197765,200,363.710985
-245.208048,200,364.005542
-254.544638,200,364.30075
-239.963993,200,364.578643
-220.264739,200,364.905585
-251.561283,200,365.212328
-241.713083,200,365.518393
-252.141138,200,365.816689
-228.949766,200,366.107256
-244.671272,200,366.431005
-186.030449,200,366.744252
-224.20049,200,367.032644
-230.564193,200,367.348089
-232.735411,200,367.668081
-215.845296,200,367.970134
-231.498617,200,368.254158
-231.889648,200,368.568348
-227.133679,200,368.855407
-186.874191,200,369.201087
-234.909341,200,369.511561
-228.081827,200,369.837857
-217.129611,200,370.138805
-206.499583,200,370.442291
-199.037177,200,370.731717
-212.848779,200,371.041655
-229.280677,200,371.390535
-174.475968,200,371.679815
-204.849479,200,371.954322
-209.729114,200,372.239903
-176.602217,200,372.519562
-174.533975,200,372.803247
-213.24525,200,373.088491
-226.389786,200,373.383904
-219.72266,200,373.697706
-230.477755,200,374.011669
-170.897569,200,374.308952
-145.629235,200,374.58781
-197.060811,200,374.857604
-175.557853,200,375.131048
-211.997801,200,375.403187
-193.767564,200,375.691969
-168.032658,200,375.981266
-200.209527,200,376.277361
-200.431901,200,376.560964
-199.001196,200,376.866834
-167.723243,200,377.153623
-227.26433,200,377.452276
-189.831313,200,377.728528
-205.410385,200,378.026019
-238.520739,200,378.328362
-213.774954,200,378.637562
-188.190639,200,378.928503
-181.452069,200,379.272544
-204.563447,200,379.62385
-235.113166,200,379.985966
-191.661871,200,380.303949
-227.801389,200,380.665975
-204.169406,200,380.988925
-179.061067,200,381.328331
-176.331293,200,381.639422
-214.796136,200,381.985847
-229.090901,200,382.294428
-232.351028,200,382.602714
-215.564883,200,382.954553
-180.387405,200,383.272516
-165.248573,200,383.595346
-211.00436,200,383.926508
-171.139985,200,384.217104
-210.673383,200,384.510647
-212.618661,200,384.789922
-215.190619,200,385.094705
-231.671742,200,385.469553
-212.21254,200,385.772505
-218.016859,200,386.051864
-200.725523,200,386.329429
-204.147171,200,386.605046
-220.126691,200,386.926905
-184.048846,200,387.232682
-183.411632,200,387.556854
-207.488331,200,387.881572
-142.552415,200,388.250647
-199.877045,200,388.558738
-143.436115,200,388.875191
-201.378881,200,389.158363
-186.054739,200,389.477881
-117.767054,200,389.790951
-202.846718,200,390.111761
-207.470387,200,390.421511
-182.668071,200,390.791306
-179.64339,200,391.095639
-198.770581,200,391.41591
-186.416516,200,391.707387
-206.093768,200,392.130496
-184.834317,200,392.476339
-177.421572,200,392.813753
-208.089685,200,393.131361
-179.437581,200,393.455648
-168.306646,200,393.761015
-218.122119,200,394.077143
-169.656147,200,394.39861
-184.581859,200,394.714145
-196.493545,200,395.01396
-184.88064,200,395.335246
-230.319963,200,395.644509
-166.954814,200,395.963749
-207.483678,200,396.255472
-215.911285,200,396.573819
-221.470467,200,397.056686
-182.907351,200,397.444286
-207.025817,200,397.809885
-184.86761,200,398.169257
-216.050433,200,398.453939
-220.888427,200,398.733629
-168.720578,200,399.006477
-219.319598,200,399.283798
-215.364239,200,399.563232
-218.896114,200,399.866342
-204.061252,200,400.160144
-221.612803,200,400.469695
-220.301905,200,400.770931
-214.713252,200,401.103846
-193.838,200,401.426171
-225.919004,200,401.769046
-210.001061,200,402.040952
-221.637412,200,402.346125
-238.594732,200,402.661943
-204.337822,200,402.946337
-213.503682,200,403.382704
-217.53616,200,403.792943
-200.755673,200,404.4717
-211.517302,200,405.009812
-221.182226,200,405.722125
-198.213621,200,406.386414
-204.248034,200,407.374991
-173.147079,200,408.0658
-167.143335,200,408.715851
-206.513671,200,409.351334
-234.147408,200,409.801738
-200.325161,200,410.515406
-174.37565,200,411.057127
-131.115163,200,411.491918
-177.594857,200,412.003702
-176.311636,200,412.435386
-130.040787,200,413.022717
-214.419329,200,413.483786
-217.584003,200,414.008007
-210.142142,200,414.309686
-200.48083,200,414.646962
-204.953641,200,415.02725
-217.977418,200,415.512388
-232.790809,200,415.976707
-193.310054,200,416.373124
-231.718966,200,416.733223
-219.113477,200,417.046757
-205.921772,200,417.366087
-210.357507,200,417.666254
-217.16789,200,418.039217
-215.208166,200,418.48359
-230.309094,200,418.892666
-232.26558,200,419.290903
-223.165373,200,419.739779
-238.662465,200,420.170301
-224.041638,200,420.623931
-219.271182,200,420.947062
-228.766052,200,421.284269
-218.836255,200,421.69647
-234.763607,200,422.095579
-209.667354,200,422.436188
-214.880985,200,422.882256
-220.766438,200,423.257833
-212.906222,200,423.606468
-225.338906,200,424.006185
-235.675594,200,424.424381
-222.475571,200,424.752645
-206.754883,200,425.102487
-202.824344,200,425.38244
-222.614219,200,425.710474
-207.55522,200,425.9897
-218.517491,200,426.335518
-234.020384,200,426.630704
-230.890817,200,426.915928
-203.305596,200,427.231818
-204.685115,200,427.547711
-197.606475,200,427.876425
-194.111398,200,428.232799
-227.412683,200,428.611013
-229.216291,200,429.02727
-105.140913,200,429.542676
-177.63558,200,429.929562
-203.807626,200,430.253938
-207.278536,200,430.648749
-201.329652,200,431.042475
-208.274297,200,431.368144
-230.038796,200,431.836526
-188.13264,200,432.173986
-216.583812,200,432.545525
-216.876322,200,432.910641
-212.241242,200,433.275571
-218.490129,200,433.585049
-201.700933,200,433.89314
-204.804852,200,434.24388
-204.258612,200,434.545838
-227.26513,200,434.850664
-215.440158,200,435.274062
-221.239509,200,435.641415
-234.778376,200,435.92947
-215.196762,200,436.219328
-232.57486,200,436.494855
-218.586805,200,436.789517
-249.782719,200,437.183317
-242.192282,200,437.555526
-244.775745,200,437.946246
-234.048301,200,438.333656
-229.152744,200,438.711019
-231.679648,200,439.061784
-234.894738,200,439.407949
-238.798595,200,439.753541
-235.034084,200,440.14237
-235.414589,200,440.471955
-243.921999,200,440.788738
-242.075145,200,441.17513
-219.601644,200,441.547518
-230.95302,200,441.914645
-241.977996,200,442.213498
-240.397811,200,442.66534
-247.924788,200,442.949647
-145.338335,200,443.247226
-192.546333,200,443.548336
-219.970772,200,443.884227
-227.028177,200,444.166121
-208.051724,200,444.467627
-214.876627,200,444.7492
-221.388096,200,445.037236
-197.000448,200,445.330691
-217.439118,200,445.635878
-197.958074,200,445.938852
-209.617417,200,446.239517
-235.728118,200,446.524534
-230.358639,200,446.821371
-219.066933,200,447.138345
-220.642913,200,447.465519
-220.977932,200,447.741094
-210.466624,200,448.0439
-197.979819,200,448.341557
-233.183172,200,448.636394
-224.460326,200,448.95846
-209.721215,200,449.249448
-229.903096,200,449.549444
-228.999699,200,449.852394
-223.510742,200,450.150779
-231.193908,200,450.44834
-233.579972,200,450.770222
-231.284042,200,451.097993
-223.169271,200,451.394427
-214.200401,200,451.701221
-228.686973,200,451.98822
-236.678918,200,452.300481
-234.721034,200,452.586715
-230.622186,200,452.88506
-239.819488,200,453.180025
-228.730542,200,453.485871
-234.231192,200,453.787557
-228.431661,200,454.160446
-236.06842,200,454.593993
-221.150337,200,454.935205
-229.389584,200,455.249891
-218.770075,200,455.55801
-215.302235,200,455.851113
-234.136622,200,456.209975
-213.761593,200,456.509676
-212.010216,200,456.831182
-239.36068,200,457.126291
-219.419382,200,457.439868
-221.120592,200,457.739936
-227.946896,200,458.062974
-155.069186,200,458.372217
-226.421834,200,458.690348
-224.951703,200,458.981109
-214.816742,200,459.28726
-213.357172,200,459.560217
-207.521823,200,459.849601
-219.822234,200,460.137481
-206.868439,200,460.427454
-214.059199,200,460.713238
-209.548934,200,461.012647
-243.310962,200,461.331659
-223.216177,200,461.661232
-145.329423,200,462.068204
-195.844348,200,462.396394
-224.320479,200,462.705631
-236.19307,200,463.055285
-205.879062,200,463.409632
-204.207237,200,463.725056
-217.510617,200,464.002163
-241.95485,200,464.294482
-233.422242,200,464.570765
-223.845881,200,464.875049
-224.970771,200,465.145928
-225.622845,200,465.434561
-245.557447,200,465.711211
-236.02729,200,466.007349
-218.590551,200,466.285873
-226.285726,200,466.564173
-244.576792,200,466.841974
-231.225006,200,467.168641
-244.16623,200,467.470041
-227.227208,200,467.798454
-227.813283,200,468.103922
-217.964777,200,468.476142
-216.084751,200,468.765886
-224.411025,200,469.056751
-149.834538,200,469.368819
-235.822659,200,469.676256
-239.613638,200,469.973219
-188.680869,200,470.280306
-226.004899,200,470.580201
-187.673293,200,470.908058
-223.398268,200,471.192778
-175.935683,200,471.504483
-224.638266,200,471.794161
-215.369107,200,472.12632
-215.101111,200,472.441658
-164.148204,200,472.782397
-162.386733,200,473.100744
-216.037222,200,473.512735
-214.515812,200,473.814819
-185.128001,200,474.234401
-214.009462,200,474.542676
-215.602257,200,474.859299
-222.066292,200,475.165136
-210.358799,200,475.475148
-231.530642,200,475.769568
-228.165345,200,476.240922
-208.149395,200,476.729555
-209.20369,200,477.038375
-217.535925,200,477.350552
-116.63251,200,477.678876
-221.53737,200,477.998533
-181.109501,200,478.334279
-227.614493,200,478.655935
-195.890581,200,478.994169
-234.046806,200,479.329179
-238.361637,200,479.654289
-204.589448,200,479.956639
-149.380595,200,480.261833
-151.274942,200,480.562815
-151.097695,200,480.860965
-210.53483,200,481.164682
-185.556899,200,481.515259
-169.890969,200,481.883982
-201.953119,200,482.273902
-162.728841,200,482.684128
-204.663584,200,483.087123
-201.728473,200,483.481079
-159.246941,200,483.867971
-122.068212,200,484.212012
-131.906209,200,484.515728
-184.541002,200,484.822546
-134.397528,200,485.134513
-121.120832,200,485.45736
-136.925366,200,485.835127
-153.326698,200,486.174634
-184.991988,200,486.495073
-193.810324,200,486.798737
-210.892575,200,487.122834
-115.078737,200,487.448149
-216.572507,200,487.744405
-137.367885,200,488.040851
-171.237919,200,488.350604
-140.597985,200,488.63648
-128.995495,200,488.944671
-137.998848,200,489.251718
-202.526228,200,489.580195
-154.238447,200,489.896852
-190.512641,200,490.207339
-117.216303,200,490.51135
-120.354529,200,490.807898
-197.41747,200,491.086638
-189.334697,200,491.418427
-193.655407,200,491.71225
-169.126567,200,492.075235
-214.29613,200,492.367392
-197.735104,200,492.667866
-170.920097,200,492.956487
-169.736423,200,493.269319
-177.118744,200,493.576544
-169.931702,200,493.883985
-169.246449,200,494.202172
-169.738613,200,494.514762
-177.056251,200,494.828619
-171.858665,200,495.154262
-210.975622,200,495.446798
-186.448365,200,495.760093
-151.642373,200,496.074868
-148.266548,200,496.40229
-174.535381,200,496.727866
-138.012693,200,497.032897
-147.548075,200,497.361501
-148.951893,200,497.70078
-143.352518,200,498.03522
-150.988942,200,498.40446
-158.409285,200,498.778226
-152.497464,200,499.086734
-161.29081,200,499.362164
-137.121446,200,499.674951
-151.55259,200,499.967881
-158.949248,200,500.271487
-149.849583,200,500.567045
-172.201773,200,500.870008
-127.918856,200,501.152521
-152.308923,200,501.449633
-163.736454,200,501.747207
-165.752887,200,502.048763
-145.88266,200,502.345338
-159.487554,200,502.650521
-150.479623,200,502.933424
-153.895577,200,503.22472
-153.867598,200,503.503401
-146.728384,200,503.89706
-152.79867,200,504.43116
-147.944813,200,505.171103
-163.345018,200,505.795709
-154.615779,200,506.257167
-152.422515,200,506.86688
-162.223242,200,507.492008
-152.918716,200,508.32395
-172.507828,200,509.111151
-144.911071,200,509.559453
-150.470819,200,510.113031
-154.738642,200,510.89297
-174.716345,200,511.196281
-162.784143,200,511.484474
-166.587293,200,511.793647
-173.994977,200,512.07858
-151.718001,200,512.378086
-142.213589,200,512.659126
-175.295558,200,512.950939
-190.556726,200,513.232673
-185.370203,200,513.529436
-167.059053,200,513.834093
-170.348094,200,514.154053
-177.492573,200,514.482948
-172.655799,200,514.790754
-202.228981,200,515.090518
-190.09029,200,515.384265
-175.965787,200,515.664121
-189.565319,200,515.953597
-181.463411,200,516.232002
-190.889348,200,516.524046
-199.231154,200,516.813747
-203.041648,200,517.110195
-202.416229,200,517.407187
-173.400279,200,517.703835
-182.789439,200,517.996038
-178.35366,200,518.310668
-199.242347,200,518.6185
-195.83961,200,519.057831
-160.845228,200,519.427683
-194.944221,200,519.814824
-171.242493,200,520.203167
-174.333278,200,520.532794
-192.121266,200,520.855801
-203.143761,200,521.161182
-174.984034,200,521.471444
-199.088614,200,521.7835
-175.982005,200,522.144496
-203.506962,200,522.480349
-192.448023,200,522.802142
-200.228784,200,523.243466
-184.879839,200,523.547782
-184.052054,200,523.862935
-207.691664,200,524.170343
-166.799792,200,524.551354
-183.635295,200,524.863593
-192.014421,200,525.268059
-188.525998,200,525.563431
-195.970978,200,525.884378
-178.221023,200,526.192949
-194.25092,200,526.507826
-188.381224,200,526.805147
-175.03187,200,527.188088
-171.579784,200,527.551631
-179.765784,200,527.941706
-181.59676,200,528.264487
-182.255056,200,528.59922
-187.041714,200,528.901095
-180.251339,200,529.2651
-177.495111,200,529.619219
-175.639973,200,529.947148
-183.881822,200,530.234577
-182.763613,200,530.531575
-175.932489,200,530.813266
-179.461824,200,531.119774
-177.868494,200,531.462527
-169.535536,200,531.795949
-186.861551,200,532.084086
-180.824194,200,532.373492
-181.383776,200,532.678508
-171.909346,200,532.99296
-191.561654,200,533.301719
-177.739752,200,533.658519
-185.993795,200,533.967385
-169.004573,200,534.296855
-191.6266,200,534.613001
-188.286341,200,534.898139
-192.438988,200,535.2125
-182.694445,200,535.497746
-181.576524,200,535.801462
-183.157988,200,536.102965
-165.548352,200,536.51971
-175.827516,200,536.866327
-169.899468,200,537.131805
-166.260871,200,537.411266
-181.905258,200,537.748517
-183.026143,200,538.101783
-163.071474,200,538.411752
-188.889065,200,538.755693
-202.935081,200,539.111246
-171.772519,200,539.430894
-192.937262,200,539.726349
-200.171219,200,540.035795
-185.760957,200,540.33158
-176.425077,200,540.641343
-192.39676,200,540.930639
-171.560238,200,541.238773
-199.637264,200,541.537998
-178.680087,200,541.843474
-189.814049,200,542.146569
-165.854086,200,542.462296
-167.074806,200,542.810319
-183.054032,200,543.110261
-194.019595,200,543.430006
-175.927737,200,543.762128
-171.778395,200,544.076147
-176.842545,200,544.407893
-186.852869,200,544.724991
-165.901182,200,545.077707
-171.955804,200,545.409396
-169.93111,200,545.737509
-174.384669,200,546.058522
-178.554024,200,546.404979
-183.079645,200,546.734244
-165.185671,200,547.056565
-177.230335,200,547.376734
-167.487025,200,547.703006
-174.210097,200,548.040014
-183.372949,200,548.393666
-194.868861,200,548.718297
-173.411809,200,549.051637
-188.415333,200,549.368364
-167.948864,200,549.671627
-212.179969,200,549.95776
-198.053861,200,550.300208
-161.784555,200,550.628674
-210.31844,200,550.939627
-209.58241,200,551.21248
-205.222182,200,551.497545
-185.122952,200,551.773718
-208.747226,200,552.053757
-199.477831,200,552.319733
-220.52081,200,552.597852
-199.029409,200,552.865831
-204.836952,200,553.14676
-227.661292,200,553.419708
-224.561236,200,553.725761
-211.89472,200,554.023825
-228.294886,200,554.337023
-206.389711,200,554.630539
-201.716571,200,554.994552
-210.697071,200,555.28509
-212.419618,200,555.586153
-231.129187,200,555.908248
-200.086666,200,556.18344
-217.910467,200,556.452738
-212.793776,200,556.7281
-220.464372,200,557.091499
-185.258566,200,557.370571
-198.866889,200,557.636293
-197.872151,200,557.914762
-180.924812,200,558.185923
-185.919811,200,558.465336
-190.272542,200,558.73852
-193.481704,200,559.007686
-203.355334,200,559.267438
-175.99672,200,559.538109
-196.430472,200,559.794784
-184.835433,200,560.06929
-183.087556,200,560.333008
-159.285843,200,560.642273
-192.864964,200,560.908346
-192.220758,200,561.182017
-194.78267,200,561.460904
-209.267762,200,561.745371
-175.5887,200,562.013855
-163.76766,200,562.303817
-190.87005,200,562.573784
-164.719876,200,562.887753
-195.603249,200,563.162514
-201.526106,200,563.436064
-179.158038,200,563.703808
-178.490239,200,563.988288
-206.485097,200,564.259154
-185.278983,200,564.53672
-206.066451,200,564.79436
-182.58614,200,565.069876
-178.478042,200,565.340103
-211.11068,200,565.609625
-182.269789,200,565.875353
-181.707896,200,566.153296
-176.803593,200,566.418883
-193.898531,200,566.712863
-193.16941,200,567.003752
-155.211208,200,567.304774
-184.082569,200,567.592374
-183.290551,200,567.900066
-187.723916,200,568.218925
-203.498248,200,568.545438
-172.329259,200,568.957014
-205.575502,200,569.248488
-181.630766,200,569.539686
-176.463134,200,569.897467
-197.661794,200,570.166179
-188.865512,200,570.442213
-167.418801,200,570.709669
-164.380167,200,571.013241
-180.086009,200,571.331109
-192.616402,200,571.672242
-157.116657,200,571.968698
-163.904099,200,572.275369
-197.902631,200,572.586568
-199.537182,200,572.907024
-185.677282,200,573.204326
-184.540117,200,573.50366
-175.880395,200,573.848456
-187.361403,200,574.204236
-143.733162,200,574.532266
-185.01577,200,574.866351
-175.14641,200,575.196492
-194.456335,200,575.516577
-175.214959,200,575.803458
-166.293506,200,576.106296
-175.930307,200,576.406184
-178.061846,200,576.712202
-178.16089,200,577.017696
-169.901306,200,577.34077
-192.635898,200,577.626549
-173.794692,200,577.998928
-164.42471,200,578.297316
-182.736962,200,578.633514
-184.524777,200,578.948688
-183.943523,200,579.247005
-199.733975,200,579.536295
-163.41921,200,579.82715
-191.755571,200,580.105797
-176.518454,200,580.399099
-174.90827,200,580.690008
-183.232244,200,581.010658
-165.392023,200,581.297719
-166.660819,200,581.594008
-155.220047,200,581.908729
-172.456757,200,582.230227
-174.203002,200,582.5603
-148.343766,200,582.870374
-158.957256,200,583.275747
-177.226477,200,583.868228
-157.969997,200,584.484567
-156.86005,200,585.140904
-190.140078,200,585.83605
-194.122674,200,586.39546
-144.328368,200,586.810008
-172.282139,200,587.34086
-147.301323,200,587.897148
-172.00704,200,588.435054
-137.325465,200,588.732655
-160.535736,200,589.105988
-159.443136,200,589.369926
-162.805669,200,589.69029
-171.787175,200,590.02257
-185.674642,200,590.304997
-202.333874,200,590.575412
-176.850704,200,590.859369
-173.623729,200,591.13062
-155.952537,200,591.409542
-188.824038,200,591.699736
-168.531717,200,591.992346
-166.164933,200,592.286777
-194.861076,200,592.61618
-197.29823,200,592.973612
-176.681046,200,593.262562
-173.022337,200,593.540626
-168.937588,200,593.90096
-199.248298,200,594.210531
-182.058668,200,594.497984
-177.900817,200,594.793303
-193.006909,200,595.092931
-190.645557,200,595.390983
-187.912437,200,595.705512
-217.775496,200,596.016349
-188.533999,200,596.433204
-166.6608,200,596.759742
-187.321748,200,597.156371
-190.445683,200,597.46862
-187.44747,200,597.758351
-175.752635,200,598.085641
-195.90747,200,598.429671
-183.704161,200,598.719922
-216.137474,200,599.02208
-186.787064,200,599.325131
-209.957082,200,599.634919
-188.093704,200,599.97407
-195.734385,200,600.298303
-214.441188,200,600.612949
-198.660718,200,600.958355
-188.334396,200,601.261303
-177.811786,200,601.568619
-195.599507,200,601.866417
-203.720197,200,602.234411
-194.1866,200,602.583079
-207.673879,200,602.873722
-214.470722,200,603.163251
-174.45963,200,603.442885
-204.726165,200,603.742066
-187.500379,200,604.092767
-166.92156,200,604.384975
-167.538551,200,604.656093
-200.804883,200,604.921072
-185.780789,200,605.3176
-179.459686,200,605.644185
-204.317011,200,606.024308
-187.765273,200,606.342479
-170.667711,200,606.720427
-172.403682,200,607.010562
-198.656409,200,607.481667
-193.201733,200,607.855871
-178.337439,200,608.246609
-207.159771,200,608.577689
-190.889868,200,609.012081
-203.277999,200,609.408633
-204.797909,200,609.806388
-194.385857,200,610.189858
-181.026408,200,610.577092
-194.036664,200,610.963435
-193.417598,200,611.372332
-175.947635,200,611.740595
-205.799209,200,612.122117
-178.150857,200,612.480507
-187.323242,200,612.836847
-178.91126,200,613.199089
-219.003813,200,613.571174
-190.865267,200,614.031404
-177.824914,200,614.445935
-192.939912,200,614.835977
-187.381547,200,615.219979
-178.27109,200,615.55167
-213.06423,200,615.871531
-192.459884,200,616.201271
-209.410152,200,616.493659
-207.767809,200,616.76843
-187.979811,200,617.037337
-199.753637,200,617.301359
-181.825389,200,617.5765
-182.086414,200,617.852416
-202.944733,200,618.193377
-179.289188,200,618.548563
-184.428732,200,618.872995
-209.924469,200,619.199691
-199.994707,200,619.504402
-218.2659,200,619.773948
-205.464772,200,620.081048
-210.237375,200,620.361812
-198.954328,200,620.680587
-223.716788,200,620.964652
-222.379883,200,621.250123
-203.857997,200,621.532301
-212.563147,200,621.835963
-207.810479,200,622.127934
-223.449389,200,622.417503
-198.717471,200,622.71311
-210.064576,200,623.038373
-196.093554,200,623.393537
-206.862953,200,623.713935
-208.912215,200,624.370368
-219.036081,200,625.181757
-205.067443,200,625.679037
-183.533531,200,626.207957
-220.212221,200,626.99421
-200.996086,200,627.735249
-199.654803,200,628.353535
-198.673481,200,629.202624
-203.36474,200,629.777777
-182.9941,200,630.411636
-193.007532,200,631.197099
-183.066497,200,632.088646
-173.155497,200,632.654206
-189.527449,200,633.199391
-198.606782,200,633.573847
-142.640161,200,633.913291
-181.251879,200,634.399751
-174.748478,200,634.80919
-167.34425,200,635.25877
-154.796667,200,635.727962
-185.370872,200,636.015458
-175.177466,200,636.31829
-180.841273,200,636.651047
-181.400058,200,636.969578
-198.982137,200,637.273597
-186.882289,200,637.597806
-197.451476,200,637.895402
-152.870193,200,638.21143
-185.008805,200,638.511746
-207.633346,200,638.854521
-206.420639,200,639.151289
-193.242463,200,639.568358
-199.567797,200,639.850977
-195.11331,200,640.132665
-164.881909,200,640.404328
-169.338711,200,640.694228
-169.413515,200,640.968467
-172.523087,200,641.247936
-215.556925,200,641.523819
-208.247345,200,641.823659
-199.104312,200,642.096812
-147.446177,200,642.381901
-209.995864,200,642.65756
-190.967653,200,642.96195
-200.815184,200,643.247977
-199.127992,200,643.533432
-195.272376,200,643.809678
-180.227578,200,644.302874
-183.605418,200,644.574533
-191.809735,200,644.879662
-214.598333,200,645.166575
-180.396781,200,645.46361
-147.071524,200,645.740427
-185.150548,200,646.024148
-150.069867,200,646.30868
-130.697052,200,646.615978
-184.641057,200,646.952725
-165.199266,200,647.235919
-164.329287,200,647.508408
-205.08564,200,647.792614
-165.06139,200,648.065535
-166.055788,200,648.343843
-179.527352,200,648.644639
-200.923672,200,648.973364
-193.721962,200,649.285433
-186.39242,200,649.587552
-184.074716,200,649.857208
-181.252947,200,650.171134
-183.468619,200,650.439031
-148.302809,200,650.720578
-138.646909,200,651.001546
-181.017471,200,651.282434
-179.150486,200,651.555654
-143.931751,200,651.855283
-153.518793,200,652.138637
-106.794051,200,652.449569
-151.457036,200,652.734926
-101.892264,200,653.03015
-129.510197,200,653.319807
-83.165224,200,653.751031
-94.089574,200,654.047722
-141.694949,200,654.337739
-69.763933,200,654.667244
-113.673265,200,655.085436
-97.667828,200,655.397982
-79.586346,200,655.75566
-82.805118,200,656.066003
-90.850599,200,656.422843
-134.843716,200,656.748977
-112.359114,200,657.111169
-117.979973,200,657.53982
-93.936043,200,657.878359
-100.031116,200,658.225425
-93.443013,200,658.643333
-163.261802,200,658.960206
-131.49516,200,659.244682
-131.137314,200,659.528046
-113.42147,200,659.840114
-110.502008,200,660.308774
-46.749293,200,660.702995
-118.206809,200,660.98597
-149.311143,200,661.428964
-138.149816,200,661.795464
-108.806255,200,662.130816
-112.98588,200,662.445581
-99.551011,200,662.787064
-160.007324,200,663.112923
-104.416368,200,663.489483
-33.518917,200,663.836609
-133.065246,200,664.176922
-142.199426,200,664.49684
-128.773818,200,664.825228
-107.27844,200,665.13613
-148.936313,200,665.482003
-93.517216,200,665.790482
-103.48515,200,666.101369
-94.310287,200,666.386705
-92.978883,200,666.673192
-136.508342,200,666.955179
-98.897027,200,667.244619
-131.896648,200,667.51991
-110.202673,200,667.818199
-89.585289,200,668.100368
-84.296078,200,668.405769
-95.728457,200,668.695445
-95.740201,200,668.980822
-115.23861,200,669.304873
-113.494426,200,669.644579
-100.405298,200,669.990151
-94.521299,200,670.285398
-113.430634,200,670.562038
-93.394643,200,670.882599
-110.129539,200,671.183807
-106.49388,200,671.516296
-118.515222,200,671.849372
-98.293894,200,672.171252
-124.960442,200,672.475313
-117.577259,200,672.773383
-112.709199,200,673.067684
-105.744836,200,673.489327
-120.642909,200,673.812659
-99.135584,200,674.138089
-112.235595,200,674.447562
-112.108997,200,674.771497
-98.426944,200,675.100465
-127.05919,200,675.432032
-105.855756,200,675.734821
-109.193351,200,676.044354
-118.765171,200,676.353647
-106.084064,200,676.664976
-97.273095,200,676.972694
-105.657146,200,677.299376
-102.147332,200,677.620783
-108.022736,200,677.930106
-127.018979,200,678.248414
-127.997338,200,678.571891
-138.02476,200,678.888123
-110.652712,200,679.200439
-113.791382,200,679.507075
-105.193072,200,679.947511
-101.916681,200,680.254305
-111.893532,200,680.571171
-100.337119,200,680.855934
-89.795281,200,681.160301
-130.641623,200,681.484486
-104.346285,200,681.789563
-121.620563,200,682.067368
-108.826339,200,682.359495
-99.902958,200,682.642525
-109.582941,200,682.938854
-104.850787,200,683.218985
-108.249909,200,683.526165
-110.188066,200,683.850454
-94.44917,200,684.181474
-105.156163,200,684.805398
-94.864015,200,685.564118
-92.247167,200,686.391873
-108.978961,200,686.920369
-97.781681,200,687.360898
-99.016354,200,687.844072
-101.91833,200,688.544624
-104.11175,200,688.987133
-100.201884,200,689.304911
-111.643637,200,689.628772
-87.790625,200,689.952411
-99.768355,200,690.273015
-114.297086,200,690.588098
-106.757763,200,690.901318
-93.956749,200,691.285481
-109.589872,200,691.626095
-103.663781,200,692.040551
-122.495556,200,692.357401
-90.411246,200,692.662818
-118.029161,200,692.965125
-128.111472,200,693.255459
-119.115037,200,693.552767
-125.527042,200,693.874967
-118.762225,200,694.219921
-125.896484,200,694.6055
-113.797709,200,694.92331
-116.560692,200,695.292371
-95.446314,200,695.674882
-106.428514,200,696.083309
-110.432971,200,696.422977
-112.702866,200,696.796519
-119.17036,200,697.115029
-111.948381,200,697.41561
-125.627482,200,697.721796
-124.777201,200,698.021655
-109.885637,200,698.38774
-120.038722,200,698.691554
-125.116294,200,699.018901
-108.009884,200,699.316478
-101.226377,200,699.620828
-116.884792,200,699.922751
-121.75856,200,700.237366
-121.21689,200,700.606761
-120.193032,200,700.932586
-118.503974,200,701.234446
-119.263136,200,701.539465
-108.608118,200,701.831383
-94.649075,200,702.170307
-112.953215,200,702.500826
-121.548531,200,702.893745
-92.403099,200,703.208055
-102.381163,200,703.532391
-115.76487,200,703.855216
-93.968163,200,704.170147
-108.925346,200,704.474822
-105.666793,200,704.776306
-103.741837,200,705.066422
-109.986737,200,705.367916
-110.409521,200,705.672362
-108.875132,200,705.978201
-93.733376,200,706.277903
-87.307779,200,706.665706
-112.571054,200,707.018537
-93.850484,200,707.357615
-97.070255,200,707.646457
-92.316508,200,707.935241
-95.284571,200,708.234997
-112.829069,200,708.55256
-90.355615,200,708.875621
-90.631872,200,709.168141
-100.564536,200,709.451088
-91.815831,200,709.742077
-98.536498,200,710.022709
-115.363223,200,710.326131
-110.138128,200,710.615305
-114.859839,200,710.924601
-102.400439,200,711.217802
-104.499644,200,711.603576
-110.302068,200,711.902199
-104.962948,200,712.22019
-114.439157,200,712.512544
-107.403802,200,712.831381
-102.368512,200,713.218566
-120.539686,200,713.513561
-107.948898,200,713.795357
-112.467653,200,714.196781
-122.627495,200,714.514161
-91.36351,200,714.810729
-97.852906,200,715.099206
-127.951287,200,715.410969
-120.933047,200,715.697094
-109.36804,200,716.000224
-119.560163,200,716.309866
-112.599466,200,716.606582
-144.151261,200,716.892157
-94.256031,200,717.311521
-120.252978,200,717.780105
-110.629516,200,718.075854
-114.975163,200,718.408309
-119.942864,200,718.729133
-105.281595,200,719.0202
-103.273433,200,719.321891
-108.033458,200,719.632861
-96.146164,200,719.938472
-120.137744,200,720.23542
-120.311777,200,720.556236
-114.425252,200,720.866429
