#{"t_start": 1744587659.6995637, "env_id": "None"}
r,l,t
-171.981198,200,2634.791534
-166.927006,200,2637.504162
-180.073983,200,2640.293842
-153.848252,200,2643.342105
-179.382133,200,2645.993614
-175.613223,200,2648.657016
-133.992545,200,2651.304389
-198.799535,200,2653.974299
-168.948937,200,2656.574683
-138.571061,200,2659.232418
-125.183822,200,2661.873418
-165.177689,200,2664.712414
-133.333137,200,2667.532991
-140.521075,200,2670.429521
-144.810998,200,2673.204092
-168.291227,200,2676.144451
-112.483665,200,2678.854691
-156.69111,200,2681.5493
-150.189329,200,2684.23028
-191.369115,200,2686.912705
-124.085777,200,2689.586326
-140.717705,200,2692.34616
-183.948087,200,2695.075466
-144.323731,200,2697.89728
-163.489639,200,2700.752416
-141.972944,200,2703.640662
-152.986312,200,2706.477679
-144.652736,200,2709.306773
-164.552868,200,2712.149185
-159.943208,200,2715.300422
-154.41438,200,2718.45478
-138.524543,200,2721.605325
-141.370359,200,2724.761581
-132.568389,200,2727.801516
-190.432281,200,2730.643607
-133.226481,200,2733.511721
-174.025386,200,2736.528935
-175.552517,200,2739.376396
-128.573102,200,2742.215042
-157.183089,200,2745.070611
-154.04011,200,2747.903653
-112.935446,200,2750.852795
-129.032151,200,2753.839455
-140.335201,200,2756.520058
-128.912677,200,2759.345425
-169.048658,200,2762.211365
-181.670288,200,2764.958959
-133.80067,200,2767.731275
-111.549427,200,2770.466814
-107.199297,200,2773.222785
-131.919345,200,2776.013888
-106.737472,200,2778.79834
-99.948055,200,2781.505043
-104.744315,200,2784.231579
-98.671423,200,2787.004835
-134.689196,200,2789.741756
-106.67381,200,2792.504998
-134.150123,200,2795.213418
-101.809223,200,2797.996638
-179.59664,200,2800.861329
-136.09713,200,2803.702277
-167.437758,200,2806.532779
-177.055575,200,2809.397419
-138.546094,200,2812.217933
-145.823163,200,2814.990956
-145.462835,200,2817.797773
-121.702539,200,2820.576864
-166.81954,200,2823.392401
-155.807733,200,2826.318345
-178.825562,200,2829.137913
-184.582244,200,2832.188831
-159.914216,200,2835.857099
-151.147347,200,2839.603074
-143.727032,200,2843.307536
-117.788304,200,2847.017443
-137.057063,200,2850.701327
-165.332895,200,2854.369528
-134.613947,200,2858.022727
-106.108115,200,2861.746067
-114.489093,200,2865.436036
-125.975837,200,2869.066005
-104.505243,200,2871.846886
-164.837478,200,2874.569119
-111.789143,200,2877.315608
-111.091882,200,2880.114827
-177.622559,200,2882.82368
-126.809416,200,2885.559598
-158.435027,200,2888.293599
-105.573831,200,2891.04504
-171.898838,200,2893.774269
-154.871596,200,2896.481615
-143.757864,200,2899.234397
-171.852836,200,2901.987302
-155.868243,200,2904.713486
-159.476437,200,2907.554271
-169.274568,200,2910.30512
-189.195653,200,2913.048646
-182.068438,200,2915.804471
-145.392083,200,2918.529703
-204.437649,200,2921.249999
-163.013426,200,2923.96697
-208.364333,200,2926.787434
-205.593554,200,2929.520664
-180.958853,200,2932.281555
-190.210721,200,2935.052638
-238.192449,200,2937.78373
-170.154824,200,2940.480152
-199.405298,200,2943.189521
-196.619094,200,2945.932625
-191.769694,200,2948.6717
-199.346025,200,2951.368905
-201.986517,200,2954.091899
-193.108334,200,2956.795158
-173.95348,200,2959.830381
-244.086646,200,2963.501683
-187.745365,200,2967.172272
-232.566169,200,2970.887151
-161.575745,200,2974.563612
-144.23584,200,2978.28761
-175.859436,200,2981.986469
-224.588667,200,2985.664007
-210.415875,200,2989.329865
-212.128228,200,2993.062415
-237.750703,200,2996.834838
-180.185588,200,3000.526622
-198.976373,200,3004.23837
-230.686794,200,3007.915278
-204.422511,200,3011.60343
-210.166368,200,3015.308971
-196.490819,200,3019.009251
-218.675914,200,3021.820413
-192.818622,200,3024.465511
-213.573192,200,3027.302758
-193.001031,200,3030.074548
-233.450861,200,3032.791513
-177.084702,200,3035.494442
-225.781553,200,3038.184002
-219.765797,200,3040.871193
-177.429398,200,3043.574913
-236.832508,200,3046.279763
-208.229041,200,3048.963825
-201.993389,200,3051.700322
-187.967027,200,3054.395046
-192.744581,200,3057.287697
-190.123954,200,3060.408556
-185.340325,200,3063.503611
-184.089017,200,3066.715935
-185.976644,200,3069.854052
-154.142609,200,3072.991952
-190.925541,200,3076.139443
-174.050979,200,3079.295431
-201.185546,200,3082.189336
-196.986028,200,3085.074053
-185.746302,200,3087.987007
-174.811519,200,3090.864695
-176.730338,200,3093.7421
-175.408431,200,3096.622894
-165.422816,200,3099.583661
-169.354692,200,3102.883591
-160.801087,200,3105.753977
-160.498969,200,3109.009292
-155.349353,200,3112.202424
-191.870025,200,3115.899959
-166.982195,200,3119.684835
-175.263832,200,3123.810532
-182.594916,200,3127.827662
-174.606568,200,3132.048542
-173.496687,200,3135.752243
-194.264606,200,3139.719552
-184.155924,200,3143.129168
-188.281681,200,3146.387619
-192.499775,200,3149.703927
-174.761819,200,3152.911413
-190.422079,200,3155.667754
-197.879967,200,3158.50418
-193.95395,200,3161.305314
-194.680957,200,3164.020826
-171.863331,200,3166.917689
-174.336298,200,3169.748906
-190.704552,200,3172.378584
-177.945782,200,3175.046479
-171.282729,200,3177.753897
-172.124821,200,3180.473408
-179.925077,200,3183.116033
-182.002174,200,3185.801863
-106.522299,200,3188.533378
-162.100013,200,3192.173824
-121.916505,200,3195.323983
-131.555668,200,3198.392685
-114.851137,200,3201.373662
-140.111497,200,3204.281404
-129.967739,200,3207.311671
-132.524867,200,3210.232081
-137.650788,200,3213.942698
-126.963205,200,3217.661457
-123.990552,200,3221.370244
-126.285718,200,3225.078609
-138.504476,200,3228.044976
-158.253145,200,3230.702308
-116.826938,200,3233.372868
-139.319727,200,3236.216849
-124.738598,200,3238.920047
-105.636433,200,3241.618773
-105.709174,200,3244.307464
-105.583533,200,3246.966088
-97.538552,200,3249.681491
-111.220048,200,3252.384648
-110.239175,200,3255.422226
-81.543543,200,3258.935846
-118.446273,200,3261.688363
-94.777723,200,3264.352893
-92.238128,200,3267.75403
-102.243607,200,3271.511255
-77.509786,200,3274.992769
-101.786538,200,3277.716748
-90.698633,200,3280.462196
-88.550851,200,3283.242117
-81.372059,200,3286.036018
-89.152482,200,3288.759143
-83.184056,200,3291.524352
-96.93607,200,3294.231269
-93.141737,200,3297.070201
-93.163356,200,3299.957263
-78.527861,200,3302.811861
-77.997299,200,3305.684131
-77.97672,200,3308.51164
-82.041107,200,3312.212569
-57.439131,200,3315.970037
-79.877141,200,3319.725981
-57.467957,200,3323.284858
-93.718975,200,3326.072694
-69.96852,200,3328.912596
-82.667593,200,3331.753388
-65.987537,200,3334.852041
-73.792511,200,3338.570004
-85.442914,200,3342.327037
-74.614914,200,3346.039434
-95.295714,200,3349.747185
-50.088266,200,3353.472411
-80.413747,200,3356.228818
-81.774988,200,3358.974417
-71.050819,200,3361.746753
-67.211962,200,3364.545178
-80.860617,200,3367.301652
-66.913062,200,3370.062271
-73.538306,200,3372.820258
-64.488846,200,3375.644104
-83.17876,200,3378.53916
-88.495131,200,3381.352036
-79.579975,200,3384.196906
-72.042183,200,3387.198129
-67.80927,200,3390.410476
-55.733059,200,3393.430896
-92.103637,200,3396.725367
-64.599154,200,3399.948371
-82.474243,200,3403.134465
-64.680467,200,3406.363417
-82.507589,200,3409.563784
-93.207477,200,3412.779573
-85.056478,200,3416.114955
-106.066603,200,3419.085938
-76.201585,200,3421.890652
-76.356275,200,3424.638181
-74.622196,200,3427.405629
-76.428449,200,3430.192984
-99.106948,200,3433.023515
-97.03345,200,3436.054989
-89.97108,200,3439.013783
-118.09842,200,3442.051626
-127.278949,200,3444.991185
-118.220233,200,3448.087247
-121.892393,200,3451.114938
-126.709608,200,3455.390117
-120.806971,200,3459.721473
-124.161299,200,3463.179225
-139.330744,200,3465.956495
-139.478836,200,3468.668996
-122.472888,200,3471.46328
-123.339027,200,3475.370977
-134.674542,200,3479.535139
-132.808128,200,3482.724567
-116.632704,200,3486.475154
-119.850484,200,3490.251553
-169.163504,200,3493.749608
-152.620441,200,3497.204531
-112.595269,200,3500.313094
-148.544958,200,3504.154984
-83.881971,200,3508.354711
-115.56817,200,3511.541971
-132.550252,200,3514.554489
-144.916045,200,3517.588672
-121.922882,200,3520.677372
-117.339693,200,3523.865012
-129.008087,200,3527.874115
-141.334275,200,3531.645782
-101.272442,200,3535.69348
-103.649332,200,3539.618427
-100.674694,200,3543.508862
-102.84978,200,3547.278737
-108.573644,200,3550.4143
-77.374474,200,3553.660194
-67.289161,200,3556.794084
-39.913188,200,3560.094301
-84.972689,200,3563.050061
-75.407629,200,3566.088321
-85.28377,200,3569.930485
-56.13096,200,3572.943653
-68.964348,200,3575.904091
-75.855548,200,3579.081195
-85.278841,200,3582.545788
-56.705546,200,3585.635069
-78.097799,200,3588.460814
-48.378957,200,3591.494833
-78.899675,200,3594.551941
-109.408291,200,3597.819012
-96.150358,200,3600.987283
-82.245195,200,3604.017615
-92.969924,200,3607.033283
-41.018681,200,3610.063297
-87.048458,200,3613.322868
-77.813837,200,3616.555924
-82.881088,200,3619.8792
-61.524858,200,3623.216781
-73.877002,200,3626.175729
-88.700057,200,3629.130836
-103.800623,200,3632.044589
-67.068112,200,3635.004634
-80.993626,200,3637.839426
-87.021089,200,3640.652989
-77.618344,200,3643.921937
-98.406789,200,3646.839345
-110.918815,200,3649.758544
-74.185389,200,3652.644021
-93.557527,200,3655.585387
-112.225561,200,3658.491164
-73.556133,200,3661.413489
-90.587154,200,3664.324521
-77.242146,200,3667.249439
-97.617892,200,3670.167247
-91.300535,200,3673.093085
-62.707141,200,3675.990876
-70.683968,200,3678.871834
-94.492398,200,3681.816176
-78.185038,200,3684.734035
-52.724037,200,3687.702438
-99.115114,200,3690.721378
-61.423776,200,3693.598356
-76.1832,200,3696.44771
-70.591506,200,3699.373486
-67.976319,200,3702.292022
-87.972055,200,3705.193032
-69.587975,200,3708.147024
-74.553848,200,3711.053864
-39.773068,200,3714.068027
-69.599654,200,3717.032655
-84.943147,200,3719.939928
-93.163386,200,3722.852478
-76.188535,200,3726.141747
-83.287871,200,3729.85104
-69.447013,200,3733.621545
-82.001975,200,3737.320818
-73.389183,200,3741.027453
-62.736971,200,3744.746388
-53.685486,200,3748.497598
-56.515929,200,3752.243621
-33.998017,200,3755.470969
-35.94078,200,3759.098774
-83.548473,200,3762.367128
-17.611472,200,3765.646254
-80.865118,200,3768.404496
-72.69537,200,3771.151273
-67.143368,200,3773.990669
-87.678766,200,3776.883534
-66.831494,200,3779.915579
-68.849123,200,3782.823004
-43.926677,200,3785.726863
-68.920458,200,3788.625546
-79.218926,200,3791.53446
-101.424625,200,3794.355531
-60.117897,200,3797.018841
-100.201307,200,3800.188541
-64.544224,200,3803.304091
-53.812142,200,3806.580894
-89.973547,200,3809.792422
-80.878873,200,3813.2757
-104.001119,200,3816.586462
-98.2285,200,3819.84586
-66.046904,200,3823.045125
-66.247124,200,3826.187946
-83.667789,200,3829.124681
-81.232212,200,3832.21612
-102.204923,200,3835.282591
-75.728861,200,3838.384493
-94.430346,200,3841.45118
-92.030853,200,3844.466253
-95.098341,200,3847.316521
-69.23566,200,3850.175201
-79.183075,200,3853.010066
-80.194139,200,3855.879328
-75.1208,200,3858.749925
-88.656084,200,3861.613268
-62.596761,200,3864.42811
-85.954074,200,3867.310739
-83.958885,200,3870.212699
-92.108099,200,3873.091739
-76.976168,200,3875.951657
-75.00504,200,3878.826737
-106.138109,200,3881.676371
-66.075376,200,3884.534369
-28.189472,200,3887.43197
-63.986026,200,3890.825828
-81.916516,200,3894.05472
-85.245461,200,3897.239861
-94.481228,200,3901.235098
-73.322977,200,3904.847191
-82.286302,200,3908.17014
-66.080472,200,3911.92488
-84.41996,200,3916.02639
-66.014182,200,3919.789861
-94.077158,200,3923.130629
-59.192037,200,3926.436778
-84.141027,200,3929.675776
-71.362538,200,3933.013593
-78.916937,200,3935.934649
-91.774211,200,3939.004709
-77.17928,200,3942.279085
-74.181555,200,3945.366868
-80.598779,200,3948.27777
-76.403866,200,3951.77392
-62.788892,200,3955.807653
-78.678516,200,3959.550363
-97.347619,200,3964.060998
-83.25928,200,3968.347846
-101.578883,200,3972.111516
-61.51442,200,3975.56934
-75.072745,200,3979.388687
-100.203792,200,3983.138192
-70.650221,200,3986.624088
-101.908859,200,3990.511271
-96.097548,200,3994.057595
-31.292543,200,3998.145714
-104.092461,200,4001.777467
-69.832996,200,4005.98036
-94.13875,200,4009.802576
-103.796155,200,4013.313653
-71.946069,200,4016.461753
-87.216536,200,4021.518529
-97.498117,200,4026.690887
-92.596274,200,4031.058007
-91.054933,200,4034.606902
-81.373599,200,4038.225052
-88.692929,200,4041.579514
-75.546432,200,4044.964446
-81.913204,200,4048.269929
-86.315565,200,4051.835145
-100.568553,200,4055.186492
-86.764777,200,4058.860922
-81.431576,200,4062.180972
-81.711247,200,4065.51288
-79.950961,200,4068.614036
-81.522993,200,4071.913619
-94.379732,200,4075.715554
-79.567801,200,4079.882183
-75.085918,200,4083.255213
-77.144487,200,4086.654162
-80.084635,200,4090.402228
-71.805786,200,4094.038899
-60.698331,200,4097.374927
-71.240907,200,4101.429567
-85.19978,200,4104.901694
-107.155804,200,4108.202567
-98.443563,200,4112.391344
-88.975672,200,4115.737928
-83.346098,200,4118.174529
-80.90768,200,4120.640373
-70.364909,200,4123.123505
-78.713155,200,4125.521206
-74.470241,200,4128.001334
-29.480106,200,4130.439443
-103.691487,200,4132.879037
-61.738072,200,4135.323254
-80.715902,200,4137.730036
-69.929619,200,4140.16246
-43.919165,200,4142.612729
-77.076877,200,4145.038936
-73.891666,200,4147.44588
-77.39568,200,4149.892395
-69.126358,200,4152.331933
-66.597746,200,4154.765006
-76.396552,200,4157.15689
-80.100986,200,4159.618883
-63.447803,200,4162.10345
-87.85209,200,4164.867121
-40.137915,200,4168.595159
-83.264683,200,4171.961939
-89.455651,200,4174.60219
-78.757997,200,4177.634496
-76.594346,200,4180.40426
-90.820508,200,4183.053226
-83.412562,200,4185.759258
-95.37022,200,4189.081315
-71.971643,200,4191.88842
-84.642971,200,4194.630267
-81.827497,200,4197.648074
-89.958415,200,4200.480245
-94.299751,200,4202.932952
-69.157123,200,4205.593618
-81.991437,200,4207.982663
-81.958488,200,4210.432622
-64.768238,200,4212.855441
-95.94056,200,4215.242756
-94.795639,200,4217.63787
-83.153196,200,4220.05563
-82.353987,200,4222.483067
-101.971932,200,4224.903467
-80.122904,200,4227.294543
-97.710111,200,4229.77834
-69.733559,200,4232.201398
-79.713123,200,4234.61293
-84.883222,200,4237.018452
-75.275494,200,4239.434407
-78.795431,200,4241.806974
-96.641527,200,4244.214712
-91.964437,200,4246.621755
-46.757775,200,4249.005022
-66.814504,200,4251.404971
-65.390212,200,4253.813677
-44.409518,200,4256.203746
-65.785907,200,4258.587601
-62.888257,200,4261.444553
-76.199757,200,4264.402715
-27.127276,200,4266.880748
-72.164075,200,4269.305993
-80.875234,200,4271.730444
-78.511748,200,4274.109267
-55.24698,200,4276.527908
-88.5386,200,4278.913558
-90.697177,200,4281.323681
-79.289796,200,4283.746401
-60.021412,200,4286.181656
-90.001381,200,4288.580362
-90.150266,200,4291.088709
-122.145646,200,4293.503312
-79.263883,200,4295.865106
-68.199503,200,4298.296111
-27.770533,200,4300.734151
-60.92963,200,4303.147019
-80.617372,200,4305.575458
-68.005285,200,4307.97465
-101.267616,200,4310.427958
-77.65376,200,4312.837416
-63.979755,200,4315.239641
-45.981028,200,4317.645003
-73.665374,200,4320.069837
-68.496865,200,4322.513812
-82.13678,200,4324.969884
-196.32738,200,4327.359432
-78.013083,200,4329.754942
-55.755974,200,4332.216158
-69.02794,200,4334.636091
-81.030538,200,4337.078134
-28.186748,200,4339.50726
-250.412044,200,4342.561325
-230.993347,200,4345.594988
-60.053932,200,4348.335653
-68.557897,200,4350.84636
-65.514965,200,4353.341735
-68.149932,200,4355.720723
-98.694716,200,4358.152916
-91.657764,200,4360.558396
-239.269748,200,4362.932842
-91.364162,200,4365.356533
-79.680428,200,4367.747664
-98.519936,200,4370.17099
-210.331879,200,4372.582278
-82.163475,200,4375.020218
-174.102837,200,4377.434109
-60.091259,200,4380.449479
-85.273641,200,4384.546743
-94.065915,200,4386.941955
-71.940007,200,4389.369898
-55.895244,200,4391.734523
-77.022932,200,4394.13361
-87.334632,200,4396.591519
-200.462838,200,4399.012811
-62.048016,200,4401.449644
-214.524659,200,4403.897757
-71.911806,200,4406.42302
-74.109421,200,4409.18047
-58.213356,200,4412.477473
-60.158881,200,4415.252229
-78.591979,200,4417.979829
-61.825482,200,4420.563475
-56.544259,200,4423.251535
-67.560273,200,4425.810934
-84.320369,200,4428.565543
-71.370201,200,4431.235622
-62.380478,200,4433.823356
-68.142354,200,4436.442781
-55.030196,200,4439.055938
-67.1573,200,4441.658146
-26.425051,200,4444.225625
-49.255349,200,4447.172897
-60.976685,200,4450.40721
-23.052194,200,4453.440097
-66.199431,200,4456.343824
-74.838821,200,4459.286193
-59.060501,200,4463.05921
-62.086879,200,4466.874765
-73.705024,200,4469.953954
-75.599797,200,4472.919231
-70.392404,200,4476.174298
-39.328376,200,4478.663475
-52.100805,200,4481.1832
-79.561016,200,4483.695281
-51.174551,200,4486.166553
-76.566553,200,4488.673897
-84.410522,200,4491.608449
-73.497098,200,4494.429765
-54.668899,200,4497.080885
-55.067761,200,4499.96751
-64.62853,200,4503.501247
-86.694569,200,4507.361754
-80.475362,200,4510.210739
-74.234493,200,4513.439702
-78.154803,200,4516.178476
-69.49541,200,4519.296308
-87.621847,200,4522.503534
-67.504985,200,4525.420616
-69.102661,200,4528.318683
-63.052133,200,4531.307754
-80.369516,200,4534.516914
-73.553352,200,4537.146806
-83.199833,200,4539.791938
-59.049049,200,4542.421515
-63.311007,200,4545.173636
-68.635508,200,4547.844883
-78.540955,200,4550.39485
-64.809763,200,4552.967156
-72.488219,200,4555.636997
-78.098045,200,4558.197734
-64.806519,200,4561.06412
-99.502565,200,4564.306947
-77.806358,200,4567.209867
-91.890429,200,4569.800377
-73.870564,200,4572.394676
-65.874456,200,4574.839657
-87.221646,200,4577.284523
-74.379398,200,4579.801447
-78.933424,200,4582.323041
-83.894451,200,4584.87181
-69.366444,200,4587.345379
-75.137487,200,4589.815311
-43.605302,200,4592.494555
-63.691204,200,4594.949292
-8.374334,200,4597.466807
-79.735921,200,4599.936835
-58.231225,200,4602.449884
-71.021258,200,4604.960754
-61.907384,200,4607.392895
-96.203696,200,4610.72899
-64.945466,200,4614.218586
-70.465633,200,4618.27531
-101.216035,200,4621.246605
-39.035039,200,4623.97897
-64.496157,200,4627.085783
-73.831526,200,4630.102891
-78.429671,200,4633.704443
-56.964053,200,4636.561603
-76.185571,200,4639.839182
-62.482287,200,4643.299676
-69.788881,200,4646.109322
-39.169484,200,4648.659172
14.942716,200,4651.331584
-54.558922,200,4653.768799
-61.968535,200,4656.208845
-91.652328,200,4658.675807
-88.341539,200,4661.114467
10.896531,200,4663.930327
-43.189578,200,4666.906035
-56.635549,200,4669.854496
-68.798893,200,4672.642856
-69.163581,200,4675.584856
-74.901676,200,4678.577177
-32.026319,200,4681.246341
-41.278028,200,4684.067895
-79.724486,200,4687.640357
-65.106005,200,4690.471143
0.958137,200,4692.906857
-69.72841,200,4695.425434
-10.552948,200,4697.906354
-60.458748,200,4700.516728
-52.457241,200,4703.568059
-65.441352,200,4706.699783
-20.094381,200,4709.712112
-60.041591,200,4713.101002
-64.296686,200,4716.104885
-63.756136,200,4718.976701
-55.925882,200,4721.735298
-60.131355,200,4724.434813
-70.738777,200,4727.536137
-62.326879,200,4730.127966
-7.30241,200,4732.728616
-26.376978,200,4735.354706
-73.057936,200,4737.932702
-62.622471,200,4740.740629
-50.765738,200,4744.361449
-59.948485,200,4747.307329
-79.14061,200,4749.758165
-41.499229,200,4752.223021
-66.802131,200,4754.678816
-76.196947,200,4757.134943
-34.060044,200,4759.582246
-56.393952,200,4762.105482
-25.246441,200,4764.550146
-77.204245,200,4766.989619
-55.559007,200,4769.607695
-27.312914,200,4772.251588
-64.752471,200,4775.052179
-28.927476,200,4778.445739
-61.713437,200,4782.364575
-62.864311,200,4785.748759
-21.794112,200,4789.033934
-54.087602,200,4793.560211
-72.212641,200,4797.089586
-44.370179,200,4802.440387
-59.70466,200,4808.410153
-38.538436,200,4811.837806
-63.199511,200,4815.236533
-62.273974,200,4818.61044
-57.148382,200,4822.06122
-58.054539,200,4825.427202
-48.546529,200,4828.945698
-68.78364,200,4832.815668
-73.666587,200,4836.271853
-66.601553,200,4840.121169
-70.534243,200,4843.711861
-60.167104,200,4847.79555
-34.354653,200,4851.344341
-52.333422,200,4854.772979
-48.25793,200,4858.448611
-39.810602,200,4861.86844
-75.930133,200,4865.355722
-75.288477,200,4868.699524
-63.817406,200,4872.271155
-59.131049,200,4875.995066
-59.268088,200,4879.526846
-59.402378,200,4882.907374
-82.30276,200,4886.353214
-70.255888,200,4889.920677
-65.262159,200,4893.796031
-74.773424,200,4897.43871
-63.000319,200,4901.289955
-55.03348,200,4904.725169
-59.918309,200,4908.38479
-67.58115,200,4912.23601
-77.546067,200,4915.852461
-61.621174,200,4919.497747
-26.266952,200,4926.024666
-60.16497,200,4929.804258
-18.582677,200,4933.371887
-64.169527,200,4937.079425
-65.771648,200,4940.69462
-22.163398,200,4944.27502
-16.309656,200,4947.827173
-71.767302,200,4951.533615
-72.423805,200,4955.239047
-53.7968,200,4958.993549
-66.816805,200,4962.523893
-1.856592,200,4966.383659
-67.664172,200,4970.020998
6.698657,200,4973.46451
-12.06725,200,4976.865713
-81.001155,200,4980.564108
-58.517929,200,4984.205358
-55.401476,200,4988.185362
-58.236987,200,4991.969627
-72.282796,200,4995.570564
-60.418332,200,4999.022704
-71.252823,200,5005.390554
-60.530513,200,5008.993952
-47.566523,200,5012.989939
-0.229561,200,5016.512824
-37.13548,200,5019.91927
-62.308636,200,5023.483138
-52.933226,200,5026.769169
-56.787417,200,5030.3771
-37.000152,200,5033.789712
-58.30373,200,5037.221959
-60.545685,200,5045.029634
-33.316154,200,5049.296937
-58.884895,200,5052.602288
-58.391109,200,5055.958073
-68.198973,200,5059.163507
-59.347999,200,5062.330531
-58.233289,200,5065.76499
-52.994944,200,5069.148635
-63.909027,200,5073.009931
-51.752699,200,5076.453837
-51.650271,200,5080.299291
-47.907477,200,5083.653268
-54.356634,200,5087.12953
-61.112705,200,5090.635289
-66.388995,200,5094.386361
-48.172964,200,5098.035741
-42.405782,200,5103.554902
-52.588372,200,5108.580412
-82.138474,200,5112.047843
-53.893004,200,5115.457612
-35.872888,200,5118.814524
-45.493801,200,5122.648919
3.838374,200,5126.523268
-58.570147,200,5130.163848
-53.507363,200,5133.923476
-21.048845,200,5137.380328
-29.617391,200,5140.842616
-70.511001,200,5144.29525
-55.721648,200,5147.788886
3.233892,200,5151.299311
-53.452748,200,5154.881559
-53.696255,200,5158.283365
-34.537727,200,5162.140307
-53.136016,200,5165.58022
-66.223612,200,5169.047561
3.377645,200,5172.380389
-67.094933,200,5175.977317
-52.593416,200,5179.397495
-18.686015,200,5186.022332
-60.750848,200,5190.861195
-69.027065,200,5195.130211
-45.733108,200,5199.566504
-54.225651,200,5203.373979
-53.94219,200,5207.299962
-52.4733,200,5211.1101
-69.422958,200,5215.24191
0.673924,200,5219.002091
-22.61399,200,5222.497813
-59.614216,200,5225.986665
-55.640769,200,5229.44589
-30.943599,200,5233.107235
-21.336269,200,5236.589527
-35.098256,200,5240.029754
-31.806702,200,5243.510353
-72.867539,200,5247.037086
-61.242822,200,5250.530896
-64.572888,200,5254.273294
11.950416,200,5257.948214
-63.606206,200,5261.751223
-63.513774,200,5265.164888
-9.413207,200,5268.594271
-61.625237,200,5272.027015
-65.668788,200,5275.579064
-44.798488,200,5279.110434
-60.506375,200,5285.638471
-10.632627,200,5290.201407
15.153125,200,5293.757021
-58.040176,200,5297.368377
-63.607215,200,5300.907797
-28.686704,200,5304.648098
-28.635827,200,5308.034147
-67.444153,200,5311.670406
-77.454193,200,5315.492651
-53.176592,200,5318.940917
-55.609296,200,5322.385675
-42.93749,200,5325.982498
-19.008096,200,5329.318225
-64.740452,200,5332.835582
-58.140815,200,5336.207894
-68.864323,200,5339.517232
2.624462,200,5342.758772
-48.300998,200,5346.225954
15.440335,200,5349.551201
-41.98073,200,5352.887092
-74.279585,200,5356.275528
-68.180561,200,5360.214695
-34.110836,200,5366.323168
-8.654822,200,5370.016091
-7.100491,200,5373.892699
-49.098996,200,5377.431345
-14.826806,200,5381.023507
-51.830109,200,5384.87721
-32.276329,200,5388.791605
-69.27144,200,5392.699249
-52.36063,200,5396.276648
-1.316067,200,5399.759572
-67.064039,200,5407.305546
-64.92909,200,5412.553739
4.547187,200,5416.048724
-69.891101,200,5419.568521
-36.537857,200,5423.132115
-47.541651,200,5426.515926
-52.278853,200,5430.014201
-51.902828,200,5433.981879
-18.719896,200,5437.806048
35.761382,200,5441.296049
-52.758386,200,5444.907952
-55.714609,200,5448.684768
-52.584064,200,5452.102479
-52.256691,200,5455.456852
-74.989977,200,5459.089831
-57.223554,200,5465.662121
-10.671816,200,5469.601547
-8.663545,200,5473.461124
-67.810108,200,5476.801868
-9.637315,200,5480.331858
-54.514745,200,5483.831589
-59.92413,200,5487.241318
-37.92956,200,5490.937214
-62.079421,200,5494.571944
-61.662527,200,5498.149667
-73.681482,200,5501.589197
-72.130742,200,5505.171606
-15.701464,200,5508.789481
-22.625277,200,5512.356366
-55.708894,200,5515.837538
-61.034294,200,5519.218271
0.486015,200,5522.655776
13.313375,200,5526.524551
33.593151,200,5530.044266
-7.941157,200,5536.053221
-65.303473,200,5542.957701
-6.234371,200,5546.540235
-16.347571,200,5550.071088
-45.714344,200,5553.83714
-57.779703,200,5557.249011
-4.827493,200,5560.553945
-67.463651,200,5563.964622
-20.346387,200,5567.120701
-58.063918,200,5570.698349
-36.014975,200,5573.824229
7.192617,200,5576.999392
-58.856003,200,5580.272748
-14.853885,200,5583.535412
-51.157598,200,5586.790037
-49.627615,200,5590.056777
27.490815,200,5593.403062
-54.829248,200,5596.715249
-61.075921,200,5600.819187
-49.153047,200,5606.681325
-18.491668,200,5610.672843
-62.208152,200,5614.558603
-44.223634,200,5617.918892
-2.164527,200,5621.210843
-52.602863,200,5624.622859
2.046957,200,5627.937384
-30.191969,200,5631.259609
-63.173248,200,5634.479639
13.687015,200,5637.702769
-62.668046,200,5642.46708
-60.807207,200,5646.926548
-32.973565,200,5650.385392
45.969702,200,5653.683618
-52.534585,200,5656.918545
-22.119086,200,5660.086942
-14.706561,200,5663.140228
-51.871417,200,5666.239062
-66.361876,200,5669.329852
50.270796,200,5672.626333
-22.84958,200,5676.122625
-57.291055,200,5679.265639
-56.616307,200,5682.534564
-67.468603,200,5685.667044
35.746888,200,5688.81299
-54.460191,200,5692.227231
-12.403225,200,5696.170147
-17.02092,200,5700.364367
-34.922681,200,5706.728393
-66.246855,200,5710.649411
-68.557197,200,5713.926847
-58.79088,200,5717.151395
-44.681703,200,5720.391239
-52.363743,200,5723.770139
-65.118464,200,5727.104017
-38.517945,200,5730.483009
-42.545111,200,5733.856506
-28.410294,200,5737.522938
-25.569812,200,5740.756392
9.340959,200,5743.930134
-54.527483,200,5747.414902
-60.853651,200,5750.737154
19.583934,200,5753.982799
-64.495778,200,5757.286073
-49.54263,200,5760.571357
-37.821962,200,5763.884088
-10.744556,200,5767.113535
-70.411375,200,5770.451068
19.208466,200,5773.777805
-21.009094,200,5777.010229
-53.266331,200,5780.164357
-54.724193,200,5783.391974
-53.27108,200,5786.924321
-60.329215,200,5790.07545
-63.814479,200,5793.236228
-47.11398,200,5796.877882
-8.636878,200,5800.097968
1.530305,200,5803.458903
-25.650537,200,5807.263022
-67.982632,200,5810.502461
12.832274,200,5813.829754
