Episode,Reward
402,-129.74555920797636
403,-146.57526200033655
404,-130.01329519652134
405,-133.8962830556961
406,-128.88794831714955
407,-122.71445520772201
408,-132.45321505808778
409,-123.5844975826007
410,-137.51566092255675
411,-141.60599800074993
412,-136.94919354555475
413,-139.3653272193565
414,-151.1048213392319
415,-129.71842538885215
416,-132.51716168835503
417,-134.15250553004762
418,-131.9221924379023
419,-121.63421761023618
420,-124.3705058594269
421,-132.02560748570326
422,-136.4801366407159
423,-139.86795603522023
424,-111.8306424660075
425,-144.12395278832653
426,-117.17534643680328
427,-141.2605261015374
428,-132.27772309707996
429,-128.53187949553237
430,-143.09132514479816
431,-135.93424989356618
432,-116.45113683998679
433,-142.46809477794343
434,-127.0162433110504
435,-144.91799768640854
436,-120.51765530120605
437,-132.2725077523898
438,-127.49234031131344
439,-128.96705670453485
440,-130.22699106310085
441,-135.63028132078267
442,-147.85190902245088
443,-129.2485580885838
444,-125.23359615537962
445,-138.76521551996504
446,-114.71826593990836
447,-115.13710035223785
448,-132.23266896182804
449,-125.44752273827352
450,-113.60301997208133
451,-148.4782564716847
452,-120.74010664465955
453,-134.7410665976477
454,-129.7968590982071
455,-131.30035426906224
456,-121.00964766705012
457,-145.40001180411605
458,-146.2661442048176
459,-131.87966979666297
460,-138.57531763298712
461,-155.31619937540643
462,-144.2650699258807
463,-129.17128145634524
464,-135.2156826621583
465,-125.05365744516038
466,-124.74208790257917
467,-142.76206505719875
468,-129.7162178938011
469,-117.55250298104866
470,-125.8644079393027
471,-132.78329770937296
472,-129.04719078452314
473,-129.25592033693164
474,-138.58010563834262
475,-141.5906536642466
476,-126.1629574597572
477,-128.06814129053308
478,-129.32493668227966
479,-120.06701611058543
480,-120.05837236135135
481,-124.65613577975085
482,-128.3457954009088
483,-125.6520582774278
484,-126.85139541836887
485,-134.0065851360745
486,-134.63898482958646
487,-147.74737946138967
488,-112.80716519764229
489,-132.26834352996943
490,-131.72037585896146
491,-145.8101489383832
492,-134.0749130897959
493,-127.60023277017014
494,-140.80102881574783
495,-133.67957357000583
496,-143.8154967542516
497,-125.52450997742064
498,-124.68314879276598
499,-130.51527550454435
500,-147.56080638810457
501,-125.96972444808024
502,-122.87849404078875
503,-130.10742731382715
504,-127.04039542292661
505,-126.10115706824119
506,-137.036479443057
507,-133.33463898486312
508,-126.84209259695223
509,-137.04246461886606
510,-133.60935389905453
511,-127.69589040775676
512,-147.3209436524055
513,-133.06707535021582
514,-152.2144947235796
515,-126.69103107811463
516,-150.31684164418004
517,-135.34359805612536
518,-129.45034204994204
519,-124.39244534238583
520,-147.28168156898948
521,-139.78262050348164
522,-137.415451005574
523,-120.58749674045099
524,-151.3836785927373
525,-116.47932677827092
526,-128.41982789091128
527,-139.88486433588395
528,-139.36675855954203
529,-137.41242220938489
530,-124.10168518027913
531,-146.49349333512748
532,-120.07196370773289
533,-130.28144190952315
534,-130.30786641802945
535,-135.5359901626617
536,-127.33563698636641
537,-121.82848178373098
538,-125.55031081344951
539,-127.24348290996436
540,-137.4371020847918
541,-121.17400043205238
542,-129.77543163560907
543,-129.95778772144982
544,-132.06560402154244
545,-135.52079438422868
546,-123.71607201724652
547,-132.31289440912175
548,-147.67337145989654
549,-122.98371754235636
550,-130.34574195654565
551,-119.02008031834785
552,-117.5030707537421
553,-140.02743578950898
554,-147.12896496276522
555,-137.42167598118
556,-122.25359459595488
557,-134.2091647321218
558,-144.59904523818193
559,-122.65801545370076
560,-128.6858114657718
561,-133.5627089271448
562,-140.2811879551026
563,-134.53295520487976
564,-128.49419011584212
565,-122.40792710125083
566,-139.8185319760838
567,-116.11138988221543
568,-124.11354585477592
569,-131.73821908653528
570,-136.1257189249731
571,-131.03551595258983
572,-141.68026490876613
573,-129.58778092606934
574,-133.7945575174591
575,-133.11012461442814
576,-154.0663239699325
577,-125.06756528607124
578,-138.8242947333779
579,-130.1879657442557
580,-134.8750765561233
581,-132.38116568550427
582,-115.71177678335047
583,-126.43559716192044
584,-128.58458654136834
585,-130.5528619600594
586,-128.351645381698
587,-117.19943506727044
588,-131.09893631772294
589,-131.26702301484963
590,-125.6050167109963
591,-146.12318460976664
592,-129.4890290444563
593,-137.08961576417767
594,-120.56740314942293
595,-144.9614978919101
596,-142.3595629986835
597,-136.57026127752846
598,-127.39355965523096
599,-151.5301953102888
600,-137.15882963131062
601,-123.81433737457066
602,-111.45918672388939
603,-133.30748450747828
604,-131.09884769770846
605,-136.20707643075545
606,-133.83505710098146
607,-145.71897146744365
608,-145.4196664732013
609,-144.86641570224415
610,-134.64707314810258
611,-114.5818669364092
612,-129.01560793847975
613,-143.7803079604808
614,-127.2956886332875
615,-131.2791041543814
616,-141.4117008021967
617,-115.46566035301194
618,-141.78974932931163
619,-127.65861094992339
620,-132.2520915944862
621,-143.57625863862458
622,-111.46314495296488
623,-131.89396256520897
624,-131.64715930567013
625,-114.21783113568772
626,-143.02069506199942
627,-128.50684714176705
628,-135.3105136611606
629,-142.78638021066337
630,-131.35200567009485
631,-131.91280766153616
632,-136.16648732541094
633,-145.21916989005226
634,-120.64067184105005
635,-126.48753082258563
636,-132.43104110844277
637,-140.34592399586154
638,-133.63956058902528
639,-135.665016784545
640,-138.91548168331536
641,-145.16192546495225
642,-119.5746482843048
643,-126.34080997939625
644,-122.79958300542978
645,-133.40270468587792
646,-134.63504249014937
647,-137.61050203750284
648,-129.55653124502618
649,-140.15406660659386
650,-142.62880621703314
651,-130.42665930374315
652,-133.52443766104838
653,-117.09726420880826
654,-127.63192291028885
655,-123.4871317235493
656,-136.80666056267722
657,-130.38336633713115
658,-131.0068435116543
659,-130.11065019312642
660,-125.73058942203562
661,-133.773591859098
662,-141.8445909093257
663,-131.24474570200763
664,-134.33750721727768
665,-135.681396296495
666,-128.27594402471422
667,-140.30541961684077
668,-121.59179706733083
669,-144.59853065999928
670,-121.33536621747275
671,-144.66280947620925
672,-141.79732647345148
673,-128.4607568579159
674,-123.95199552371673
675,-138.46411062730508
676,-138.09624072718617
677,-136.66207008748893
678,-132.28378177146385
679,-135.24145536949334
680,-151.14228501280175
681,-131.4534493960862
682,-131.89175836053803
683,-129.86949148065634
684,-125.40547402979767
685,-134.42501333348775
686,-121.16376218392931
687,-133.63563123845967
688,-129.57719945984616
689,-133.12495918177882
690,-135.7884059272142
691,-147.97782935637196
692,-130.84243896485074
693,-114.21100910864902
694,-129.72019446677234
695,-136.37285726241714
696,-128.16243976564118
697,-128.86220351892476
698,-136.18712945712534
699,-119.32373099734858
700,-145.22300214064143
701,-133.38878286272578
702,-144.3160875242834
703,-139.87978518094587
704,-137.6956506977834
705,-137.23002906431492
706,-147.1613271331623
707,-144.39317869469042
708,-137.0754015211474
709,-141.13013516920097
710,-138.16778007016504
711,-121.6710457231956
712,-130.02362200559904
713,-155.51638026132503
714,-141.77649298524116
715,-133.38471948618204
716,-148.6234968057421
717,-132.06473591373327
718,-131.6867792700874
719,-109.9367387079222
720,-122.69530434825158
721,-140.17561977878486
722,-129.95903479054866
723,-131.34257009514266
724,-118.17661771877661
725,-130.87596555347062
726,-129.22463216272044
727,-127.35757225096857
728,-136.5324005228517
729,-136.25621830307426
730,-128.01069645418363
731,-118.78016315987419
732,-131.71994414120852
733,-126.65443279614233
734,-136.2639015471101
735,-137.74827009980027
736,-126.6621678112216
737,-123.09653415212539
738,-133.84630347946964
739,-123.31630278168633
740,-130.69952436901167
741,-134.67549392320277
742,-133.09500711105397
743,-136.25609805330737
744,-129.6337659387719
745,-126.9169373286824
746,-142.3569856200102
747,-119.87066063975662
748,-130.86155044761819
749,-127.33052913452045
750,-146.1958602884022
751,-125.66249439027021
752,-126.76821155942642
753,-139.71050303766737
754,-137.80637856978532
755,-137.91665147467728
756,-118.75723615275803
757,-123.90388350197067
758,-145.090696673864
759,-134.39741459990117
760,-132.41079582000916
761,-127.73625541578114
762,-123.5518532484657
763,-116.74943646249645
764,-141.97003219049796
765,-128.96306706054293
766,-133.7665485059489
767,-131.1527141346038
768,-123.0184670415283
769,-134.78319596266493
770,-147.65725471589664
771,-139.2810842628706
772,-123.21712538723993
773,-142.94891995371228
774,-133.64065056864638
775,-147.33000324196723
776,-134.57962036024628
777,-125.82876223094377
778,-135.38198154464362
779,-123.55350579307792
780,-139.5974258727272
781,-123.67633055804403
782,-125.90768835976623
783,-121.27517373481727
784,-150.31398460834657
785,-123.34425399101977
786,-130.6106057291505
787,-116.89127315867229
788,-125.81754428539159
789,-135.22587527944995
790,-126.2166411033515
791,-116.27109591156763
792,-123.50609126878786
793,-133.12035668309264
794,-122.90023391529026
795,-132.81619568274505
796,-133.59331876730425
797,-134.45552317932203
798,-127.78083638982987
799,-134.8634793017546
800,-120.77381775791619
801,-144.53378446303793
802,-131.8629221296776
803,-130.8392978807465
804,-132.834703843316
805,-137.06805563777405
806,-120.45678480209752
807,-121.50855576658022
808,-139.69441365145084
809,-142.44774315490875
810,-130.38295570413896
811,-142.72675988431666
812,-140.9482506107808
813,-145.76196581616756
814,-143.84709459143377
815,-135.9540335779539
816,-135.65098047085482
817,-125.72321822279132
818,-136.06603166391992
819,-136.12663732152183
820,-139.06588443371095
821,-140.77372061661669
822,-116.78246209617134
823,-127.34872734946988
824,-132.78342078089617
825,-127.70738998871094
826,-140.7550986390864
827,-132.74029087346997
828,-128.61972123544496
829,-120.77839263179338
830,-117.58703624952503
831,-132.8679526474282
832,-133.15486502137318
833,-118.55008331144839
834,-143.0922865648072
835,-150.19767673166263
836,-139.5695858719974
837,-131.75138038569602
838,-115.20566912780006
839,-136.22719928578016
840,-126.85224607897473
841,-133.53351480818762
842,-123.60351594040029
843,-131.2301477727931
844,-139.72132746629535
845,-144.18804068435975
846,-134.37500890223043
847,-137.16169862467189
848,-122.436722399519
849,-125.28822090419897
850,-125.64991134830451
851,-122.36359719333245
852,-138.14926102546897
853,-122.80556375694104
854,-141.58336942251879
855,-145.87262949610619
856,-133.13519022322419
857,-124.23949421895225
858,-146.40477495618333
859,-140.2254456540662
860,-144.71174800535755
861,-145.28972299049997
862,-130.3040476892895
863,-125.45499486516441
864,-128.9097194041835
865,-131.03861970316032
866,-144.4019075505643
867,-131.31062126638608
868,-118.84554030449556
869,-122.2861501328959
870,-119.99370217950711
871,-131.16097470020674
872,-145.68163508208855
873,-125.3494388126571
874,-136.54987135718946
875,-142.70839770861818
876,-132.12121961976123
877,-125.45539987710565
878,-127.76987771501152
879,-114.40076519405946
880,-142.65270646853864
881,-123.18633869746577
882,-149.6700505528917
883,-116.13589023781539
884,-144.98362609216517
885,-149.87942180979684
886,-132.1172051154964
887,-127.86560794759149
888,-130.172834830461
889,-133.17537303735105
890,-134.71430517039695
891,-139.02839905782068
892,-141.61484398339118
893,-134.54373469362181
894,-127.08760740921923
895,-129.51263414157498
896,-148.67322942923207
897,-117.73361186138021
898,-130.39734748502931
899,-135.5000746035987
900,-140.21947583023226
901,-151.65386764946786
902,-126.82871699791008
903,-138.50684781468743
904,-139.58279023371432
905,-116.84087109199791
906,-126.46988330208869
907,-133.69842339837857
908,-128.550516534278
909,-121.3899438450011
910,-119.32384913175174
911,-141.4379208180524
912,-149.5613054347198
913,-138.60307520453412
914,-145.82144506801382
915,-128.78639154912386
916,-140.1722494737703
917,-135.0058174934427
918,-134.29960247710818
919,-124.46219402721944
920,-144.20211289528555
921,-125.4901072399347
922,-138.03853397414616
923,-117.50678724849975
924,-140.86192308314028
925,-134.22163153274414
926,-136.45294203399345
927,-147.04220061292207
928,-119.40820584715611
929,-122.06300768122273
930,-115.9051721152025
931,-123.76423571028687
932,-134.46387926998003
933,-141.2316957865269
934,-133.47926939994917
935,-118.53742905374365
936,-128.1333890285856
937,-125.09416356576317
938,-137.51415506281865
939,-143.53036814862617
940,-141.16382257050998
941,-132.8339423491838
942,-135.49835617002032
943,-141.80390429419694
944,-133.12155908802595
945,-125.89549714187159
946,-142.35749287033497
947,-127.31854537477392
948,-156.45908853852896
949,-153.01586409220687
950,-140.8508568288989
951,-128.6025491752707
952,-126.1603160998901
953,-123.68928693917027
954,-146.16006798789974
955,-139.0369298513636
956,-133.13279142051724
957,-128.46702123136
958,-132.57754948660167
959,-147.15887113232858
960,-131.53043790616556
961,-114.08269742528266
962,-118.8959563480457
963,-141.54768785462045
964,-140.77865111570344
965,-139.90913549457144
966,-126.13753150022788
967,-129.06507061833685
968,-128.34114564027297
969,-129.50275713927257
970,-117.08806408046351
971,-122.59587305815622
972,-127.53060388229778
973,-125.24941200200558
974,-127.19878680487335
975,-121.61627816375399
976,-123.03465531681064
977,-136.89441039792246
978,-133.88150112900252
979,-145.9056597095455
980,-121.13296061517207
981,-119.72927831054533
982,-132.66405207648774
983,-141.90514612686792
984,-126.03223272984467
985,-128.8106925469816
986,-122.84124637765373
987,-136.945458476132
988,-143.56300188152724
989,-131.96429982359513
990,-134.93969049042624
991,-122.89977575840457
992,-123.11306891310366
993,-137.94628153750213
994,-136.70899199609363
995,-126.59403819389976
996,-131.6543307376856
997,-135.87806368270043
998,-139.01242389232195
999,-132.74972131521406
1000,-130.7872315605655
1001,-142.46591877961802
1002,-132.36313787864353
1003,-141.54046195040883
1004,-122.5839404156752
1005,-146.12272008806988
1006,-137.21578002342116
1007,-137.5454105554839
1008,-138.25315768460047
1009,-121.76614163685701
1010,-132.92135767952183
1011,-123.12097452730964
1012,-125.46375695937792
1013,-132.43988716971816
1014,-131.28784895203324
1015,-130.5065596522515
1016,-125.29943044741532
1017,-133.38680143109247
1018,-142.1252074196236
1019,-135.74789341662208
1020,-133.80895794559706
1021,-143.89163922914864
1022,-134.31566203942282
1023,-129.11636704452138
1024,-147.8239309882988
1025,-140.06576966288156
1026,-126.56817543486754
1027,-118.20677331694424
1028,-136.63055686890476
1029,-128.21058116426494
1030,-129.60749281573277
1031,-124.5945716571857
1032,-138.52058907706373
1033,-138.30241920742176
1034,-144.0659048370418
1035,-124.74334387103337
1036,-138.597218465404
1037,-136.13497980521788
1038,-136.39989188924443
1039,-138.41790157256003
1040,-134.07990782465896
1041,-129.10016404898337
1042,-122.7135110002502
1043,-122.86031333606121
1044,-127.4964747576233
1045,-134.65504404999507
1046,-137.1080167471417
1047,-145.08431108265586
1048,-127.07404770313238
1049,-131.3593192560407
1050,-142.10401959655
1051,-128.72803032101248
1052,-138.67162054973477
1053,-138.4377352062256
1054,-126.25173604056788
1055,-134.75937326496313
1056,-119.76898853703403
1057,-117.3198217764045
1058,-113.17768761578367
1059,-132.92086391248003
1060,-131.95690990819585
1061,-117.86325773033461
1062,-140.9449375655397
1063,-124.64980421293538
1064,-139.50950764701548
1065,-130.80174852026806
1066,-130.21819213852515
1067,-140.80057851389466
1068,-124.01538492870367
1069,-133.25710636964706
1070,-118.5526137349379
1071,-127.60928975171576
1072,-118.4387581864718
1073,-124.93443321271569
1074,-120.99336671669444
1075,-141.75714921146565
1076,-126.93158261590783
1077,-127.68499114699816
1078,-135.92150555205842
1079,-136.38400152231847
1080,-129.14861640380025
1081,-124.77403203693538
1082,-125.70459632728188
1083,-148.61661660717687
1084,-131.29562838937846
1085,-129.78674342867018
1086,-139.6955634261903
1087,-137.34831860191045
1088,-135.77890613913152
1089,-128.59749893057779
1090,-128.40781578148176
1091,-124.26055055991108
1092,-142.14238248144574
1093,-122.9520658862126
1094,-137.40416766039613
1095,-130.43594573508716
1096,-133.53912168918677
1097,-122.7478445852588
1098,-140.667727934377
1099,-139.82356031014118
1100,-135.37253494845814
1101,-123.3046350120335
1102,-134.1103126161082
1103,-116.56380453059877
1104,-139.50277887177572
1105,-115.16152495748193
1106,-148.09065330231647
1107,-129.61872492708517
1108,-132.01264378852656
1109,-127.9544191589052
1110,-145.06622734378632
1111,-146.3557304791069
1112,-125.99033633764454
1113,-126.4120610203584
1114,-125.62806090385165
1115,-125.30858919558365
1116,-136.17739872095368
1117,-137.63651208582309
1118,-143.1685115316336
1119,-137.6823147626629
1120,-135.05687170153558
1121,-128.68731528764613
1122,-133.91403250573805
1123,-133.4087480271827
1124,-126.83969669662346
1125,-118.04776875136676
1126,-147.49108994860734
1127,-125.94293678261774
1128,-130.89032923567808
1129,-136.44780524976449
1130,-124.44394092915509
1131,-137.60565617541263
1132,-118.67876249930421
1133,-131.24513458931332
1134,-135.8774860728093
1135,-151.01430976540345
1136,-125.22325381390952
1137,-140.11266085238978
1138,-123.48139914511073
1139,-144.48337170917176
1140,-123.26730210483332
1141,-131.82597418965705
1142,-131.83621165524198
1143,-136.24069474893236
1144,-123.16210872207651
1145,-147.85759600984798
1146,-131.72260214614462
1147,-128.52154128514866
1148,-115.39116261078361
1149,-129.86138644755206
1150,-130.13143397474715
1151,-117.64876049345392
1152,-128.1120533767355
1153,-140.78574776644408
1154,-126.51060768530911
1155,-127.50753081132316
1156,-134.09667388004257
1157,-128.372323667084
1158,-132.1813319948622
1159,-110.96104245951062
1160,-120.11651466949614
1161,-146.34698103129952
1162,-120.55638825250739
1163,-120.33564730434748
1164,-116.04903842123122
1165,-135.38922622695782
1166,-135.52947228390653
1167,-148.4748937914075
1168,-138.45962378550487
1169,-130.2702752430176
1170,-134.9237526717529
1171,-118.75285816734015
1172,-135.9425313909293
1173,-146.4383320608971
1174,-121.0647994891716
1175,-131.11809125892938
1176,-137.07588326521486
1177,-123.01845035909118
1178,-123.92197469137624
1179,-136.10472312173513
1180,-120.35814864248553
1181,-124.22188891056473
1182,-126.17025185364021
1183,-120.53859501226104
1184,-129.43813805809677
1185,-132.58188236530165
1186,-118.19342314566289
1187,-130.0824595388003
1188,-134.7977358150136
1189,-121.9798142601892
1190,-143.89114734102975
1191,-128.8637458785147
1192,-122.3136479354789
1193,-130.63275516454976
1194,-121.17845780916602
1195,-134.57447516209984
1196,-121.9448401976905
1197,-118.86914589006024
1198,-141.6535977258314
1199,-119.01121320317377
1200,-125.63898345673117
1201,-134.09181438733384
1202,-127.78252665264732
1203,-124.69437016618357
1204,-147.82580576469024
1205,-126.9974400618812
1206,-123.6139353994699
1207,-132.54968256859092
1208,-148.74257091838047
1209,-128.70376218918204
1210,-128.4786918193981
1211,-136.27859060904362
1212,-130.2411166813998
1213,-120.83382500014581
1214,-140.01988085211494
1215,-149.47729578354767
1216,-134.40610969553506
1217,-131.9652367881314
1218,-126.49789433587675
1219,-129.48223471176627
1220,-141.69958342453756
1221,-125.5101289505364
1222,-145.3843871398073
1223,-129.81766556911174
1224,-129.66051629712413
1225,-132.44698768749623
1226,-151.76873943467112
1227,-141.68349634308484
1228,-122.43607691217407
1229,-132.74708520240375
1230,-122.19754965062197
1231,-122.87717641610402
1232,-123.75071956627187
1233,-131.80371812979266
1234,-138.93024570487452
1235,-155.30078709166264
1236,-122.66984180801977
1237,-130.47744940903692
1238,-131.40744889527036
1239,-138.81162992501135
1240,-135.23536460964544
1241,-136.21023746076222
1242,-136.19973266048342
1243,-136.34198021138351
1244,-140.51578864149323
1245,-128.1841790427657
1246,-128.59199917504975
1247,-146.16892787160342
1248,-118.07053852778749
1249,-132.06571724833452
1250,-122.69239915956241
